CO_UNIDADE;CO_CNES;NU_CNPJ_MANTENEDORA;TP_PFPJ;NIVEL_DEP;NO_RAZAO_SOCIAL;NO_FANTASIA;NO_LOGRADOURO;NU_ENDERECO;NO_COMPLEMENTO;NO_BAIRRO;CO_CEP;CO_ATIVIDADE;CO_CLIENTELA;TP_UNIDADE;CO_MUNICIPIO_GESTOR;NU_LATITUDE;NU_LONGITUDE;CO_NATUREZA_JUR;CO_TIPO_UNIDADE;CO_TIPO_ESTABELECIMENTO;CO_ATIVIDADE_PRINCIPAL;STAFF_ACS_ENDEMIAS;STAFF_ADMIN_GESTAO_APOIO;STAFF_DIAG_LAB_IMAGEM;STAFF_ENFERMAGEM;STAFF_FARMACIA;STAFF_MEDICOS;STAFF_ODONTOLOGIA;STAFF_OUTROS;STAFF_OUTROS_SUPERIOR_SAUDE;STAFF_SERVICOS_GERAIS;STAFF_TRANSPORTE_URGENCIA
4,3149E+12;959456;;3;1;CINTIA CARVALHO NASCIMENTO DOS SANTOS SEGURANCA;GRUPO A2 SERVICOS TERCEIRIZADOS;ESCOBAR;336;SALA 103;CAMAQUA;91910400;4;;60;431490;-30.1;-51.24;2062;;Outros;22.0;0;1;0;0;0;0;0;2;0;0;0
4,31491E+12;9376798;;1;1;LUCIANE RIBEIRO MARTINS;LUCIANE RIBEIRO MARTINS;AV CARLOS GOMES;1998;1001;TRES FIGUEIRAS;90480002;4;1.0;22;431490;-30.03;-51.17;4000;;Ambulatório;1.0;0;0;0;0;0;0;3;0;0;0;0
4,3149E+12;3897052;;1;1;LUIZ GONCALVES PINTO;LUIZ GONCALVES PINTO;RUA BARROS CASSAL;528;;INDEPENDENCIA;90035030;4;3.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,31491E+12;9430563;;1;1;ANA BEATRIZ DE AVILA BRAGA;ANA BEATRIZ DE AVILA BRAGA;AV CARLOS GOMES;700;408;BOA VISTA;90480000;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;9600426;;3;1;PLURI ODONTOLOGIA S S LTDA;PLURI ODONTOLOGIA;AV LAGEADO;1212;401;PETROPOLIS;90460110;4;1.0;36;431490;-30.04;-51.18;2240;;Ambulatório;1.0;0;0;0;0;0;0;4;0;0;0;0
4,31491E+12;9602186;;1;1;ROSANE MARIA DA SILVA MACHADO;ROSANE MARIA DA SILVA MACHADO;PRACA DOM FELICIANO;78;SALA 702;CENTRO;90020160;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31491E+12;6599974;;1;1;LISIANE PINHEIRO VERAN;LISIANE PINHEIRO VERAN;AV ASSIS BRASIL;3316;403;JARDIM LINDOIA;91010003;4;1.0;22;431490;-30.01;-51.15;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31491E+12;6810594;;3;1;CLINICA ODONTOLOGICA VEDOY SOCIEDADE SIMPLES LTDA;ODONTOLOGIA VEDOY;AV BENJAMIN CONSTANT;1130;301;SAO JOAO;90550001;4;1.0;36;431490;-30.01;-51.19;2240;;Ambulatório;1.0;0;0;0;0;0;0;2;0;0;0;0
4,31491E+12;6890768;;3;1;PAPALEO COELHO LTDA;MIDA;CEL BORDINI;675;301;AUXILIADORA;90440001;4;3.0;40;431490;-30.02;-51.19;2062;;Ambulatório;1.0;0;0;0;1;0;0;0;0;0;0;0
4,31491E+12;6979998;;1;1;LETICIA ESTEVES DOMINGUEZ;LETICIA ESTEVES DOMINGUEZ;RUA VIGARIO JOSE IGNACIO;566;1201;CENTRO;90020110;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;7894708;;1;1;GUSTAVO AUGUSTO RADETZKI SISSON;GUSTAVO AUGUSTO RADETZKI SISSON;RUA 24 DE OUTUBRO;1681;SALA 1010;AUXILIADORA;90510003;4;1.0;22;431490;-30.02;-51.19;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5523591;;1;1;MARCIA DA SILVA HAUCK;MARCIA DA SILVA HAUCK;RUA DOS ANDRADAS;1781;1005;CENTRO;90550120;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;0;0;0
4,3149E+12;2262614;;3;1;MASI LABORATORIOS LTDA;MASI LABORATORIOS LTDA;CRISTOVAO COLOMBO;1156;;FLORESTA;90001970;4;3.0;39;431490;-30.02;-51.21;2062;;Unidade de Apoio Diagnóstico;2.0;0;2;0;0;0;0;0;0;1;0;0
4,3149E+12;2262789;;3;1;LABORATORIO DE ANALISES JEFFMAN LTDA;LABORATORIO JEFFMAN;AV PROTASIO ALVES;454;;PETROPOLIS;90410004;4;2.0;39;431490;-30.04;-51.18;2062;;Unidade de Apoio Diagnóstico;2.0;0;0;0;1;1;0;0;0;2;0;0
4,3149E+12;2262819;;3;1;INSTITUTO DE FISIOTERAPIA PROF LIVIO ROCCO LTDA;INSTITUTO DE FISIOTERAPIA PROF LIVIO ROCCO LTDA;AV ALBERTO BINS;325;CONJ 64 A 69;CENTRO;90030142;1;2.0;36;431490;-30.03;-51.22;2240;;Ambulatório;1.0;0;1;0;0;0;0;0;1;12;0;0
4,3149E+12;2262886;;3;1;TRAUMOCLINICA TRAUMATOLOGIA E ORTOPEDIA LTDA;TRAUMOCLINICA;RUA BEZERRA DE MENEZES;95;;PASSO DA AREIA;91350130;4;1.0;36;431490;-30.02;-51.17;2240;;Ambulatório;1.0;0;0;2;0;0;3;0;0;0;0;0
4,3149E+12;2263920;;3;1;LABORATORIO MOOGEN LTDA;LABORATORIO MOOGEN;RUA VIGARIO JOSE INACIO;368;2,01202E+11;CENTRO;90020110;4;3.0;39;431490;-30.03;-51.23;2240;;Unidade de Apoio Diagnóstico;2.0;0;0;1;0;1;0;0;0;2;0;0
4,31491E+12;9410279;;3;1;S2 PSICOLOGIA CLINICA E ORGANIZACIONAL LTDA ME;S2 PSICOLOGIA;RUA GIORDANO BRUNO;388;104;RIO BRANCO;90420150;4;1.0;36;431490;-30.04;-51.2;2062;;Ambulatório;1.0;0;0;0;0;0;0;0;0;3;0;0
4,31491E+12;9414711;;1;1;CARINA DA CROCE CIGOLINI;CARINA DA CROCE CIGOLINI;AV OSVALDO ARANHA;1022;1602;BOM FIM;90035191;4;1.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;3;0;0;0;0
4,31491E+12;9420657;;3;1;MARIELI NAVARINI ODONTOLOGIA LTDA;MARIELI NAVARINI ODONTOLOGIA;FELIX DA CUNHA;737;SALA 704;FLORESTA;90570001;4;1.0;36;431490;-30.02;-51.2;2062;;Ambulatório;1.0;0;1;0;0;0;0;1;0;0;0;0
4,31491E+12;9367268;;1;1;MARIA POMPEIA MUSCATO;MARIA POMPEIA MUSCATO;AV OSVALDO ARANHA;734;SALA 307;BOM FIM;90035191;4;1.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;2;0;0
4,31491E+12;9364862;;3;1;MARSEZA SERVICOS MEDICOS SOCIEDADE SIMPLES;MARSEZA SERVICOS MEDICOS;RUA AMELIA TELES;272;303;PETROPOLIS;90460070;4;1.0;36;431490;-30.04;-51.18;2232;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;9473602;;1;1;LEONARDO INFANTINI DINI;LEONARDO INFANTINI DINI;LUCIANA DE ABREU;471;SALA 604;MOINHOS DE VENTOS;90570060;4;1.0;22;431490;-30.02;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;9481540;;3;1;ERWIN JANICSEK WOLFF DICK;SINAPSE;RUA SARMENTO LEITE;246;402;CENTRO;90050170;4;1.0;36;431490;-30.03;-51.23;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;9516417;;3;1;ELASTOCLIN SOCIEDADE SIMPLES LTDA;ELASTOCLIN;RUA MOSTARDEIRO;291;201;RIO BRANCO;90430001;4;1.0;36;431490;-30.04;-51.2;2240;;Ambulatório;1.0;0;0;0;0;0;4;0;0;0;0;0
4,31491E+12;9520457;;1;1;LAURA VARGAS DORNELLES;LAURA VARGAS DORNELLES;AVENIDA BORGES DE MEDEIROS;2500;SALA 1208;PRAIA DE BELAS;90110150;4;1.0;22;431490;-30.05;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,31491E+12;9533370;;1;1;VITOR FELIX TORRES;VITOR FELIX TORRES;RUA FELIPE CAMARAO;22;;RIO BRANCO;90035140;4;1.0;22;431490;-30.04;-51.2;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;9487662;;3;1;DIMED S A DISTRIBUIDORA DE MEDICAMENTOS;PANVEL FarmáciaS;AV DR NILO PECANHA;690;;BELA VISTA;90470000;4;1.0;43;431490;-30.04;-51.19;2046;;Farmácia;8.0;0;0;0;0;4;0;0;0;0;0;0
4,31491E+12;9774882;;3;1;CLINODENTE CLINICA ODONTOLOGICA LTDA;CLINODENTE;RUA URUGUAI;300;902 E 903;CENTRO;90010140;4;1.0;36;431490;-30.03;-51.23;2062;;Ambulatório;1.0;0;1;0;0;0;0;6;0;0;0;0
4,31491E+12;9752692;9,29636E+13;3;3;MUNICIPIO DE PORTO ALEGRE;CAPS AD III CAMINHOS DO SOL LENO;AV PROTASIO ALVES;7585;;PETROPOLIS;91310003;3;3.0;70;431490;-30.04;-51.14;1244;;Unidade de Atenção Psicossocial;11.0;0;3;0;20;2;4;0;10;5;1;0
4,31491E+12;9811389;;1;1;PEDRO EMANUEL RUBINI LIEDKE;PEDRO EMANUEL RUBINI LIEDKE;RAMIRO BARCELOS;910;804;MOINHOS DE VENTO;90035001;4;1.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;9774785;;3;1;DEZOTTI E MARIANO SERVICOS MEDICOS LTDA;DEZOTTI E MARIANO SERVICOS MEDICOS;FILADELFIA;240;APT 1501;SAO JOAO;90550060;4;1.0;36;431490;-30.02;-51.19;2062;;Ambulatório;1.0;0;0;0;0;0;29;0;0;0;0;0
4,31491E+12;7797389;;1;1;ALFREDO AUGUSTO SCHULTE;ALFREDO AUGUSTO SCHULTE;AV IPIRANGA;6690;620;JARDIM BOTANICO;90610000;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;7800177;;1;1;ANGELICA MARIA ROSA DA CRUZ ALVARES DE ABREU E SILVA;ANGELICA MARIA ROSA DA CRUZ ALVARES DE ABREU E SILVA;RUA FLORENCIO YGARTUA;271;609;MOINHOS DE VENTO;90430010;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;2;0;0
4,31491E+12;7800207;;1;1;JULIANA GASPERIN;JULIANA GASPERIN;AV CARLOS GOMES;700;712;AUXILIADORA;90480000;4;1.0;22;431490;-30.02;-51.19;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;7785097;;3;1;CENTRO DE MEDICINA HIPERBARICA PROTASIO ALVES LTDA;CTO A TRAT FERIDAS QUEIMADOS HIPERBARICA PROTASIO ALVES;AV PROTASIO ALVES;4761;;ALTO PETROPOLIS;91310002;4;1.0;36;431490;-30.04;-51.16;2062;;Ambulatório;1.0;0;0;0;1;0;1;0;0;0;0;0
4,31491E+12;7789319;;1;1;LUIZA BAPTISTA MALLMANN;LUIZA BAPTISTA MALLMANN;AV CARLOS GOMES;777;503;AUXILIADORA;90480003;4;1.0;22;431490;-30.02;-51.19;4000;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,31491E+12;7792379;;1;1;ALDEMAR ROBERTO MIERES RIOS;ALDEMAR ROBERTO MIERES RIOS;AV CARLOS GOMES;1492;1001;AUXILIADORA;90480002;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;1;0;0;0;1;0;0;0;0;0
4,3149E+12;133736;;1;1;LUIS FELIPE PEDROSO LOPES;LUIS FELIPE PEDROSO LOPES;AV PROTASIO ALVES;3161;SALA 508;PETROPOLIS;90410001;4;1.0;22;431490;-30.04;-51.18;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,3149E+12;136395;;1;1;RODRIGO PEREIRA DUQUIA;RODRIGO PEREIRA DUQUIA;AV INDEPENDENCIA;172;SALA 902;CENTRO HISTORICO;90035070;4;1.0;22;431490;-30.03;-51.22;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;9911855;;3;1;DIMED S A DISTRIBUICAO DE MEDICAMENTOS;PANVEL FarmáciaS;AC EDUARDO PRADO;1901;;CAVALHADA;91751000;4;1.0;43;431490;-30.1;-51.23;2046;;Farmácia;8.0;0;0;0;0;2;0;0;0;0;0;0
4,31491E+12;9922598;;1;1;SEIGLA GAWLINSKI RAMA;SEIGLA GAWLINSKI RAMA;RUA GENERAL VITORINO;77;SALA 903;CENTRO;90020171;4;1.0;22;431490;-30.03;-51.22;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;9851224;;3;1;AURA ODONTOLOGIA E SAUDE LTDA;AURA ODONTOLOGIA E SAUDE;AV BENNO MENTZ;173;;VILA IPIRANGA;91370020;4;1.0;36;431490;-30.02;-51.15;2062;;Ambulatório;1.0;0;1;0;0;0;0;2;0;0;0;0
4,31491E+12;9858660;;1;1;AMANDA PIMIENTA DA SILVA;AMANDA PIMIENTA DA SILVA;RUA RAMIRO BARCELOS;630;SALA 1014;MOINHOS DE VENTO;90035001;4;1.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,3149E+12;84379;;3;1;COMERCIO DE MEDICAMENTOS BRAIR LTDA;SAO JOAO FarmáciaS;AV ASSIS BRASIL;3277;LJ 01;CRISTO REDENTOR;91010007;4;1.0;43;431490;-30.01;-51.15;2062;;Farmácia;8.0;0;0;0;0;3;0;0;0;0;0;0
4,3149E+12;71811;;3;1;POLIMEDICA SAUDE SOCIEDADE SIMPLES LIMITADA;POLIMEDICA SAUDE;RUA GENERAL NETO;353;;FLORESTA;90560020;4;1.0;36;431490;-30.02;-51.21;2240;;Ambulatório;1.0;0;1;0;1;0;2;1;0;0;0;0
4,3149E+12;718009;;3;1;BANCO DE SANGUE DE CAXIAS DO SUL LTDA;BANCO DE SANGUE DE CAXIAS DO SUL LTDA;JOSE DE ALENCAR;286;PAVMTO11;MENINO DEUS;90880480;4;1.0;36;431490;-30.06;-51.23;2062;;Unidade de Atenção Hematológica;15.0;0;2;0;11;0;2;0;0;2;0;0
4,3149E+12;832170;;3;1;DIMED S A DISTRIBUIDORA DE MEDICAMENTOS;PANVEL FarmáciaS;PEDRO IVO;844;;MONT SERRAT;90450210;4;1.0;43;431490;-30.03;-51.19;2046;;Farmácia;8.0;0;0;0;0;7;0;0;0;0;0;0
4,3149E+12;843512;;3;1;B Z SERVICOS MEDICOS LTDA;B Z SERVICOS MEDICOS LTDA;VISCONDE DO RIO BRANCO;545;;FLORESTA;90220231;4;1.0;36;431490;-30.02;-51.2;2062;;Ambulatório;1.0;0;0;0;1;0;2;0;0;0;0;0
4,3149E+12;732257;;3;1;CIA LATINO AMERICANA DE MEDICAMENTOS;Farmácia PRECO POPULAR;WENCESLAU ESCOBAR;2875;LOJA 01 E 02;CRISTAL;91920455;4;1.0;43;431490;-30.11;-51.26;2054;;Farmácia;8.0;0;1;0;0;0;0;0;0;0;0;0
4,3149E+12;699462;;3;1;DIMED S A DISTRIBUIDORA DE MEDICAMENTOS;PANVEL FarmáciaS;VICENTE DA FONTOURA;1676;;RIO BRANCO;90640002;4;1.0;43;431490;-30.05;-51.2;2046;;Ambulatório;1.0;0;0;0;0;3;0;0;0;0;0;0
4,3149E+12;784109;;3;1;ASSOC DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PORTO ALEGRE;APAE UNIDADE DOUTOR JOAO ALFREDO DE AZEVEDO;CATARINO ANDREATTA;80;;VILA NOVA;91750040;4;1.0;36;431490;-30.12;-51.21;3999;;Unidade de Reabilitação;4.0;0;0;0;0;0;1;0;1;6;0;0
4,3149E+12;790214;;3;1;N G SERVICOS MEDICOS LTDA;NEUROLOGIE;CORONEL PAULINO TEIXEIRA;242;APT 902;RIO BRANCO;90420160;4;1.0;36;431490;-30.04;-51.2;2062;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,3149E+12;700096;;3;1;VERSA COMUNICACAO INTERPESSOAL EIRELI;VERSA;MASQUES DO POMBAL;1824;SALA 404;MOINHOS DE VENTO;90540001;4;1.0;36;431490;-30.02;-51.19;2240;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,3149E+12;801453;;3;1;BRUNO LODI SERVICOS MEDICOS LTDA;LODI PSIQUIATRIA;MARQUES DO POMBAL;1710;SALA 506;MOINHOS DE VENTO;90540000;4;1.0;36;431490;-30.02;-51.19;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;802360;;3;1;LIBERTAD ASSISTENCIA EM SAUDE MENTAL LTDA;LIBERTAD;DAS INDUSTRIAS;1290;PAVLH 02;ANCHIETA;90200290;4;1.0;36;431490;-29.99;-51.17;2062;;Casas de Apoio à Saúde;26.0;0;1;0;1;0;3;0;2;5;0;0
4,3149E+12;804959;9,29636E+13;3;3;PREFEITURA MUNICIPAL DE PORTO ALEGRE;SAUDE PRISIONAL PEPOA;RUA SAO JORGE;9999;;APARICIO BORGES;91510320;4;2.0;2;431490;-30.07;-51.18;1244;;Unidade Básica de Saúde;12.0;0;0;0;2;0;1;2;1;0;0;0
4,3149E+12;805653;;3;1;AE MTV CLINICA ODONTOLOGICA LTDA;AE AESTHETIC ODONTOLOGIA;PADRE CHAGAS;240;;MOINHOS DE VENTO;90570080;4;1.0;36;431490;-30.02;-51.2;2062;;Ambulatório;1.0;0;0;0;0;0;0;3;0;0;0;0
4,3149E+12;726125;;1;1;LUIZ ARNO PASA;LABORATORIO PAZA;ANNES DIAS;112;42;CENTRO;90020090;4;1.0;22;431490;-30.03;-51.22;4000;;Laboratório de Prótese Dentária;27.0;0;1;0;0;0;0;0;0;0;0;0
4,3149E+12;2264137;;3;1;CLINEFRO SERVICO DE NEFROLOGIA;CLINEFRO;AV IPIRANGA;1801;;AZENHA;90160093;4;3.0;36;431490;-30.05;-51.22;2240;;Ambulatório;1.0;0;1;0;17;0;5;0;1;2;1;0
4,31491E+12;5263581;;3;1;CLINICA STEDILE S S;CLINICA STEDILE S S;AV DR NILO PECANHA;2825;1403;CHACARA DAS PEDRAS;91330001;4;1.0;36;431490;-30.04;-51.16;2062;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,31491E+12;5982332;;3;1;ALEXANDRE DA SILVEIRA PERLA;NEUROCARE;RUA PADRE CHAGAS;185;505;MOINHOS DE VENTO;90570080;4;1.0;36;431490;-30.02;-51.21;2135;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;9765441;;3;1;NEURONIUM SERVICOS MEDICOS SS;INEURO;RUA 24 DE OUTUBRO;1440;708;AUXILIADORA;90510001;4;1.0;36;431490;-30.03;-51.2;2062;;Ambulatório;1.0;0;0;0;0;0;7;0;0;0;0;0
4,31491E+12;9772626;;1;1;ROBERTO LUIZ DE BORBA BORGES;ROBERTO LUIZ DE BORBA BORGES;AV SOLEDADE;569;911;TRES FIGUEIRAS;90470340;4;1.0;22;431490;-30.03;-51.18;4000;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,31491E+12;9786694;;3;1;JAFA SERVICOS MEDICOS LTDA;JAFA SERVICOS MEDICOS;PRACA DOM FELICIANO;39;703;CENTRO;90020160;4;1.0;36;431490;-30.03;-51.22;2232;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,31491E+12;9883231;;3;1;SCAPIN CENTRO DE MEDICINA E BEM ESTAR EIRELI;CLINICA SCAPIN;AV IPIRANGA;40;SALA 1512;PRAIA DE BELAS;90160090;4;1.0;36;431490;-30.05;-51.23;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;9903178;;3;1;SINDOR SERVICO INTERDISCIPLINAR DE DOR SS;SINDOR SERVICO INTERDISCIPLINAR DE DOR;RUA GUTEMBERG;151;1003;PETROPOLIS;91310010;4;1.0;36;431490;-30.04;-51.17;2062;;Ambulatório;1.0;0;0;0;0;0;5;0;0;0;0;0
4,31491E+12;9750169;;3;1;MAURICIO CERNICCHIARO OURIQUES ODONTOLOGIA;MAURICIO CERNICCHIARO OURIQUES ODONTOLOGIA;RUA JOSE DE ALENCAR;386;407;MENINO DEUS;90880480;4;1.0;36;431490;-30.05;-51.22;2135;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;9834869;;3;1;AVANCEMED SERVICOS MEDICOS LTDA;AVANCEMED SERVICOS MEDICOS;RUA MOSTARDEIROS;333;CONJ 409;RIO BRANCO;90430001;4;1.0;36;431490;-30.04;-51.2;2062;;Ambulatório;1.0;0;0;0;0;0;8;0;0;0;0;0
4,31491E+12;9799567;;3;1;CINTIA DA SILVA AFONSO BOFF;CINTIA DA SILVA AFONSO BOFF;RUA CONEGO VIANA;261;201;RIO BRANCO;90420170;4;1.0;36;431490;-30.04;-51.2;2135;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;9847979;;3;1;VISION ANESTESIA EIRELI;VISION ANESTESIA EIRELI;RUA JOSE SANGUINETTI;80;;JARDIM ISABEL;91760490;4;1.0;36;431490;-30.13;-51.24;2305;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;9862943;;1;1;CLAUDIO AUGUSTO GARCIA THADDEU;CLAUDIO AUGUSTO GARCIA THADDEU;RUA PROF FREITAS E CASTRO;481;302;AZENHA;90040401;4;1.0;22;431490;-30.05;-51.22;4000;;Ambulatório;1.0;0;0;0;0;0;3;0;0;0;0;0
4,31491E+12;9835806;;3;1;BORTOLUCI TELLECHEA SERVICOS MEDICOS LTDA;BT SERVICOS MEDICOS;RUA CABRAL;1317;APTO 803;RIO BRANCO;90440090;4;1.0;36;431490;-30.04;-51.2;2062;;Ambulatório;1.0;0;0;0;0;0;0;0;0;0;0;0
4,3149E+12;3877965;;1;1;ROBERTO BACKX MARTINS;ROBERTO BACKX MARTINS;AV PROTASIO ALVES;3904;S 103;TRES FIGUEIRAS;91310000;4;3.0;22;431490;-30.03;-51.17;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;9792597;;3;1;KITZBERGER OTT SERVICOS MEDICOS LTDA;POLICLINICA ANDRADAS;DOS ANDRADAS;1805;;CENTRO HISTORICO;90020013;4;1.0;36;431490;-30.03;-51.22;2062;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,31491E+12;9814787;;3;1;RG CLINICA DE CONSULTAS E EXAMES LTDA;S O S CONSULTAS;AV BALTAZAR DE OLIVEIRA GARCIA;3480;01 E 02;RUBEM BERTA;91180000;4;1.0;36;431490;-30.01;-51.1;2062;;Ambulatório;1.0;0;1;0;0;0;6;0;0;0;0;0
4,31491E+12;9879196;;3;1;ACPT GINECOLOGISTAS ASSOCIADOS SOCIEDADE SIMPLES;ACPT GINECOLOGISTAS ASSOCIADOS;AV ERICO VERISSIMO;240;APTO 704;MENINO DEUS;90160180;4;1.0;36;431490;-30.06;-51.22;2232;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,31491E+12;9888616;;3;1;SIMETRICA FISIOTERAPIA LTDA ME;FISLA;AV PARA;1173;;SAO GERALDO;90240592;4;1.0;36;431490;-30.01;-51.2;2062;;Ambulatório;1.0;0;0;0;0;0;0;0;0;2;0;0
4,31491E+12;9878866;;3;1;AC MED MEDICOS ASSOCIADOS SOCIEDADE SIMPLES;AC MED MEDICOS ASSOCIADOS;RUA MARIANTE;288;SALA 811;RIO BRANCO;90430180;4;1.0;36;431490;-30.04;-51.2;2232;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,31491E+12;9886117;;3;1;CCZ SERVICOS MEDICOS SOCIEDADE SIMPLES LTDA;CCZ SERVICOS MEDICOS SOCIEDADE SIMPLES LTDA;RUA FELIPE DE OLIVEIRA;1141;1502;PETROPOLIS;90630000;4;1.0;36;431490;-30.04;-51.19;2062;;Ambulatório;1.0;0;0;0;0;0;5;0;0;0;0;0
4,3149E+12;2836963;;3;1;TWT CENTRO DE QUIROPRAXIA LTDA;COLUNA EM MOVIMENTO;DOUTOR NILO PECANHA;2254;;BOA VISTA;91330002;4;1.0;36;431490;-30.04;-51.19;2062;;Ambulatório;1.0;0;0;0;0;0;0;0;3;0;0;0
4,3149E+12;2987708;;1;1;CAMILLA LOPES MASGRAU;CAMILLA LOPES MASGRAU;RUA BARAO DO TRIUNFO;448;401;MENINO DEUS;90130101;4;1.0;22;431490;-30.05;-51.22;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,3149E+12;2900572;;3;1;OTIMIZA PSICOLOGIA LTDA;CLINICA OTIMIZA PSICOLOGIA;SETE DE SETEMBRO;1069;SALA 1512;CENTRO HISTORICO;90010191;4;1.0;36;431490;-30.03;-51.23;2062;;Ambulatório;1.0;0;0;0;0;0;0;0;1;1;0;0
4,3149E+12;2906163;;3;1;SAO PIETRO SERVICOS DE SAUDE LTDA;SAO PIETRO SERVICOS DE SAUDE LTDA;ENGENHEIRO WALTER BOEHL;285;;VILA IPIRANGA;91360090;3;3.0;5;431490;-30.02;-51.15;2062;;Hospital;9.0;0;3;0;0;0;2;0;0;0;0;0
4,3149E+12;2909480;;1;1;PATRICIA PERES BERNARDES;PATRICIA PERES BERNARDES;PATRICIA PERES BERNARDES;328;S 182;CENTRO HISTORICO;90020020;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;9745408;;3;1;DIMED S A DISTRIBUIDORA DE MEDICAMENTOS;PANVEL FarmáciaS FILIAL 13;AV JOAO WALLIG;1800;13;PASSO DAREIA;91340001;4;1.0;43;431490;-30.02;-51.17;2046;;Farmácia;8.0;0;0;0;0;5;0;0;0;0;0;0
4,31491E+12;9905626;;1;1;RENATO HEBERLE;RENATO HEBERLE;RUA TIRADENTES;333;2 ANDAR;INDEPENDENCIA;90560030;4;1.0;22;431490;-30.02;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;9909710;;3;1;TIMM COCO CLINICA DE FISIOTERAPIA E PILATES LTDA;CLINICA DE FISIOTERAPIA E PILATES KELLY TIMM;RUA SIQUEIRA CAMPOS;940;SALA 203;CENTRO;90010000;4;1.0;36;431490;-30.03;-51.23;2062;;Ambulatório;1.0;0;0;0;0;0;0;0;0;2;0;0
4,31491E+12;9922342;;3;1;CLINICA SPRINZ MEDICOS ASSOCIADOS LTDA;CLINICA SPRINZ;RUA MARIANTE;239;BLOCO B SALA 406;RIO BRANCO;90430181;4;1.0;36;431490;-30.03;-51.2;2240;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
